id_colaborador,ds_grupo,dt_mes_ano,proba_turnover,score_risco,grupo_risco
12935,Transporte,2025-09-01,0.9994999766349792,0.9994000196456909,Alto
11725,Transporte,2025-09-01,0.9988999962806702,0.9986000061035156,Alto
3329,Vendas,2025-09-01,0.9987000226974487,0.9983999729156494,Alto
10529,Transporte,2025-09-01,0.9986000061035156,0.998199999332428,Alto
15949,Vendas,2025-09-01,0.9984999895095825,0.998199999332428,Alto
5248,Transporte,2025-09-01,0.9984999895095825,0.9980999827384949,Alto
6655,Vendas,2025-09-01,0.9983999729156494,0.9980999827384949,Alto
10779,Transporte,2025-09-01,0.9983999729156494,0.9979000091552734,Alto
6122,Transporte,2025-09-01,0.998199999332428,0.9976999759674072,Alto
1691,Vendas,2025-09-01,0.9976000189781189,0.9970999956130981,Alto
22767,Transporte,2025-09-01,0.9976000189781189,0.9968000054359436,Alto
5287,Transporte,2025-09-01,0.9976000189781189,0.9969000220298767,Alto
1199,Vendas,2025-09-01,0.9973999857902527,0.9968000054359436,Alto
19838,Transporte,2025-09-01,0.9973999857902527,0.9965999722480774,Alto
14798,Vendas,2025-09-01,0.9972000122070312,0.9965999722480774,Alto
648,Vendas,2025-09-01,0.9972000122070312,0.9965999722480774,Alto
21264,Vendas,2025-09-01,0.9970999956130981,0.9965000152587891,Alto
4819,Transporte,2025-09-01,0.996999979019165,0.9961000084877014,Alto
12806,Vendas,2025-09-01,0.9965999722480774,0.9958999752998352,Alto
5918,Transporte,2025-09-01,0.996399998664856,0.9952999949455261,Alto
1683,Vendas,2025-09-01,0.9962000250816345,0.9952999949455261,Alto
3597,Transporte,2025-09-01,0.9962000250816345,0.9950000047683716,Alto
15464,Vendas,2025-09-01,0.9958000183105469,0.9947999715805054,Alto
1654,Vendas,2025-09-01,0.9957000017166138,0.994700014591217,Alto
13741,Transporte,2025-09-01,0.9957000017166138,0.9944000244140625,Alto
20929,Transporte,2025-09-01,0.9955999851226807,0.9943000078201294,Alto
2953,Vendas,2025-09-01,0.9955000281333923,0.9945999979972839,Alto
5962,Vendas,2025-09-01,0.9955000281333923,0.9944999814033508,Alto
16911,Vendas,2025-09-01,0.9952999949455261,0.9941999912261963,Alto
19485,Transporte,2025-09-01,0.9952999949455261,0.9939000010490417,Alto
20469,Transporte,2025-09-01,0.995199978351593,0.9937999844551086,Alto
5403,Transporte,2025-09-01,0.995199978351593,0.9937000274658203,Alto
15500,Vendas,2025-09-01,0.9951000213623047,0.9940000176429749,Alto
13940,Transporte,2025-09-01,0.9951000213623047,0.9936000108718872,Alto
1271,Vendas,2025-09-01,0.9950000047683716,0.9939000010490417,Alto
20712,Transporte,2025-09-01,0.9950000047683716,0.9934999942779541,Alto
19116,Transporte,2025-09-01,0.994700014591217,0.9932000041007996,Alto
17744,Vendas,2025-09-01,0.9945999979972839,0.993399977684021,Alto
18243,Vendas,2025-09-01,0.9944999814033508,0.9933000206947327,Alto
9430,Transporte,2025-09-01,0.9940999746322632,0.9923999905586243,Alto
10178,Transporte,2025-09-01,0.9939000010490417,0.9919999837875366,Alto
21057,Transporte,2025-09-01,0.9934999942779541,0.9915000200271606,Alto
6357,Transporte,2025-09-01,0.9934999942779541,0.991599977016449,Alto
14431,Transporte,2025-09-01,0.9933000206947327,0.9912999868392944,Alto
4367,Transporte,2025-09-01,0.9932000041007996,0.9911999702453613,Alto
11635,Transporte,2025-09-01,0.9929999709129333,0.9908999800682068,Alto
12183,Vendas,2025-09-01,0.9927999973297119,0.9912999868392944,Alto
22313,Vendas,2025-09-01,0.9926000237464905,0.9909999966621399,Alto
3727,Transporte,2025-09-01,0.9922000169754028,0.9898999929428101,Alto
21381,Vendas,2025-09-01,0.9921000003814697,0.9904000163078308,Alto
10881,Transporte,2025-09-01,0.9914000034332275,0.9889000058174133,Alto
15852,Vendas,2025-09-01,0.9908999800682068,0.9889000058174133,Alto
3280,Vendas,2025-09-01,0.9908000230789185,0.9887999892234802,Alto
11906,Transporte,2025-09-01,0.9905999898910522,0.9878000020980835,Alto
5374,Transporte,2025-09-01,0.9901999831199646,0.9872000217437744,Alto
3603,Vendas,2025-09-01,0.9890000224113464,0.9865999817848206,Alto
8092,Vendas,2025-09-01,0.9883999824523926,0.98580002784729,Alto
7341,Vendas,2025-09-01,0.9878000020980835,0.9850999712944031,Alto
8623,Vendas,2025-09-01,0.9872999787330627,0.984499990940094,Alto
14479,Vendas,2025-09-01,0.9872000217437744,0.9843999743461609,Alto
18711,Transporte,2025-09-01,0.9868000149726868,0.9828000068664551,Alto
5934,Vendas,2025-09-01,0.9866999983787537,0.9837999939918518,Alto
4650,Transporte,2025-09-01,0.9866999983787537,0.982699990272522,Alto
36,Transporte,2025-09-01,0.9865999817848206,0.9825999736785889,Alto
21138,Vendas,2025-09-01,0.9861000180244446,0.9830999970436096,Alto
4162,Transporte,2025-09-01,0.9860000014305115,0.9818000197410583,Alto
15467,Transporte,2025-09-01,0.98580002784729,0.9815000295639038,Alto
19642,Vendas,2025-09-01,0.9857000112533569,0.9825999736785889,Alto
5379,Transporte,2025-09-01,0.9854000210762024,0.9811000227928162,Alto
16094,Transporte,2025-09-01,0.9847999811172485,0.9803000092506409,Alto
5684,Vendas,2025-09-01,0.9842000007629395,0.9807999730110168,Alto
21048,Transporte,2025-09-01,0.9836000204086304,0.9786999821662903,Alto
15311,Vendas,2025-09-01,0.9832000136375427,0.9794999957084656,Alto
13988,Vendas,2025-09-01,0.9825999736785889,0.9787999987602234,Alto
11255,Transporte,2025-09-01,0.982200026512146,0.9768000245094299,Alto
16229,Transporte,2025-09-01,0.9821000099182129,0.9768000245094299,Alto
22206,Transporte,2025-09-01,0.9818000197410583,0.9763000011444092,Alto
8163,Vendas,2025-09-01,0.9817000031471252,0.9775999784469604,Alto
2358,Transporte,2025-09-01,0.9810000061988831,0.9753000140190125,Alto
19508,Transporte,2025-09-01,0.980400025844574,0.9745000004768372,Alto
5065,Transporte,2025-09-01,0.9801999926567078,0.9743000268936157,Alto
775,Transporte,2025-09-01,0.979200005531311,0.9729999899864197,Alto
21252,Transporte,2025-09-01,0.9789999723434448,0.9726999998092651,Alto
18877,Vendas,2025-09-01,0.9776999950408936,0.9728000164031982,Alto
1645,Vendas,2025-09-01,0.9771000146865845,0.972100019454956,Alto
1932,Vendas,2025-09-01,0.9769999980926514,0.972000002861023,Alto
22956,Transporte,2025-09-01,0.9769999980926514,0.9700999855995178,Alto
1965,Vendas,2025-09-01,0.9761999845504761,0.9710000157356262,Alto
14312,Vendas,2025-09-01,0.9758999943733215,0.9706000089645386,Alto
17918,Vendas,2025-09-01,0.9753999710083008,0.9700000286102295,Alto
10196,Transporte,2025-09-01,0.9747999906539917,0.9672999978065491,Alto
6777,Fábrica,2025-09-01,0.9741,0.9754,Alto
7070,Vendas,2025-09-01,0.973800003528595,0.9679999947547913,Alto
19829,Transporte,2025-09-01,0.972100019454956,0.9638000130653381,Alto
15820,Transporte,2025-09-01,0.9717000126838684,0.9631999731063843,Alto
17725,Transporte,2025-09-01,0.9717000126838684,0.9632999897003174,Alto
5834,Transporte,2025-09-01,0.9710999727249146,0.9624999761581421,Alto
7693,Transporte,2025-09-01,0.970300018787384,0.9613999724388123,Alto
15357,Vendas,2025-09-01,0.9697999954223633,0.9631999731063843,Alto
409,Transporte,2025-09-01,0.968500018119812,0.9592000246047974,Alto
5555,Transporte,2025-09-01,0.9663000106811523,0.9562000036239624,Alto
13296,Vendas,2025-09-01,0.9632999897003174,0.9552000164985657,Alto
4895,Fábrica,2025-09-01,0.9631,0.9649,Alto
2482,Transporte,2025-09-01,0.9617999792098999,0.9503999948501587,Alto
14558,Transporte,2025-09-01,0.9613000154495239,0.9498000144958496,Alto
4907,Transporte,2025-09-01,0.9610999822616577,0.9495000243186951,Alto
16913,Transporte,2025-09-01,0.9609000086784363,0.9491999745368958,Alto
8101,Vendas,2025-09-01,0.9599999785423279,0.951200008392334,Alto
3188,Fábrica,2025-09-01,0.9581,0.9601,Alto
18878,Vendas,2025-09-01,0.9570000171661377,0.9476000070571899,Alto
4404,Vendas,2025-09-01,0.9559000134468079,0.9462000131607056,Alto
15652,Transporte,2025-09-01,0.9559000134468079,0.9427000284194946,Alto
6125,Vendas,2025-09-01,0.9549999833106995,0.9451000094413757,Alto
7859,Transporte,2025-09-01,0.9545999765396118,0.941100001335144,Alto
11721,Fábrica,2025-09-01,0.9541,0.9563,Alto
14620,Transporte,2025-09-01,0.9524999856948853,0.9383999705314636,Alto
